Name,State,Runtime,Created,dataset,model,representation,test/fscore,test/auroc,val/fscore,val/auroc,fit_time,inference_mean_time,inference_std_time,memory_complexity,val/mae,test/mae
ptbxl__whole_signal_waveforms__DecisionTreeClassifier,finished,108,2023-01-23T16:18:02.000Z,ptbxl,Decision Tree,whole_signal_waveforms,0.411625355482101,0.533895611763001,0.436486184597015,0.554838359355927,96.7530286312103,0.066912968953451,0.021504791705356,427261,,
mimic__agg_beat_features__CNNRegressor,finished,405,2023-01-24T01:58:22.000Z,mimic,CNN,agg_beat_features,,,,,383.442330360413,1.66206122716268,0.320484932702103,18867837,17.7741146087646,17.5020027160645
mimic__agg_beat_waveforms__LGBMRegressor,finished,10,2023-01-23T16:55:32.000Z,mimic,LGBM,agg_beat_waveforms,,,,,3.24655652046204,0.121673742930094,0.064931753797809,1719274,16.9357055005282,16.7271711040504
mimic__agg_beat_features__LinearRegression,finished,8,2023-01-23T16:16:08.000Z,mimic,Regression,agg_beat_features,,,,,0.06987738609314,0.033483505249024,0.012628729438359,1410,17.1635360717773,16.8799343109131
mimic__agg_beat_features__LGBMRegressor,finished,10,2023-01-23T16:57:10.000Z,mimic,LGBM,agg_beat_features,,,,,2.68691611289978,0.113241672515869,0.052111809243436,1697031,16.9168254215103,16.5676077131338
mimic__whole_signal_features__CNNRegressor,finished,625,2023-01-24T01:06:26.000Z,mimic,CNN,whole_signal_features,,,,,602.82955956459,1.27417781551679,0.2461988736614,1134925,16.6352443695068,16.0118942260742
mimic__agg_beat_features__MLPRegressor,finished,222,2023-01-23T17:43:38.000Z,mimic,MLP,agg_beat_features,,,,,214.037105083466,0.125973439961672,0.032812402503656,1348993,17.5040016174316,17.301420211792
mimic__whole_signal_waveforms__DecisionTreeRegressor,finished,199,2023-01-23T16:36:44.000Z,mimic,Decision Tree,whole_signal_waveforms,,,,,185.933070659637,0.047612984975179,0.022201129608864,1749663,24.403165699314,23.9901827245379
mimic__whole_signal_features__DecisionTreeRegressor,finished,10,2023-01-23T16:41:58.000Z,mimic,Decision Tree,whole_signal_features,,,,,2.99533247947693,0.035947958628337,0.005415374839295,261782,21.5391417526936,20.7584747135405
mimic__whole_signal_waveforms__LGBMRegressor,finished,33,2023-01-23T16:49:37.000Z,mimic,LGBM,whole_signal_waveforms,,,,,21.8162772655487,0.181260108947754,0.069333035204191,1448325,17.6467993475032,17.4292883680359
mimic__agg_beat_waveforms__CNNRegressor,finished,157,2023-01-24T01:22:26.000Z,mimic,CNN,agg_beat_waveforms,,,,,147.084708452225,0.795349227786064,0.106020232020871,3780749,17.3996849060059,17.2516021728516
mimic__whole_signal_waveforms__CNNRegressor,finished,7299,2023-01-23T21:39:20.000Z,mimic,CNN,whole_signal_waveforms,,,,,7027.17713522911,27.6516804885864,1.89800128384544,14199885,17.3472061157227,16.9178695678711
mimic__agg_beat_waveforms__DecisionTreeRegressor,finished,8,2023-01-23T16:42:30.000Z,mimic,Decision Tree,agg_beat_waveforms,,,,,0.273202180862427,0.036551157633464,0.014383826578147,651804,22.042751770038,21.6958788286457
mimic__whole_signal_features__MLPRegressor,finished,108,2023-01-23T17:34:42.000Z,mimic,MLP,whole_signal_features,,,,,100.510459899902,0.181255786667268,0.046218928951223,3619195,16.4893074035645,15.8625917434692
mimic__agg_beat_waveforms__LinearRegression,finished,7,2023-01-23T16:15:01.000Z,mimic,Regression,agg_beat_waveforms,,,,,0.143780708312988,0.032897790273031,0.011677375273629,2034,17.3377799987793,17.1414833068848
mimic__agg_beat_features__DecisionTreeRegressor,finished,8,2023-01-23T16:43:05.000Z,mimic,Decision Tree,agg_beat_features,,,,,0.72700572013855,0.036025047302246,0.011037990604994,240275,21.7899653279371,21.209055350715
mimic__whole_signal_features__LGBMRegressor,finished,9,2023-01-23T16:53:28.000Z,mimic,LGBM,whole_signal_features,,,,,3.81206631660461,0.114096800486247,0.027098031142344,1745528,15.9582882765197,15.1722404285342
mimic__whole_signal_waveforms__MLPRegressor,finished,123,2023-01-23T17:11:01.000Z,mimic,MLP,whole_signal_waveforms,,,,,110.36855506897,0.311674026946227,0.064853690254685,32881019,17.9772891998291,17.7740592956543
mimic__whole_signal_waveforms__LinearRegression,finished,338,2023-01-23T12:10:01.000Z,mimic,Regression,whole_signal_waveforms,,,,,327.557260751724,0.040732224782308,0.018991969858546,115111,96.6872863769531,96.3100814819336
mimic__whole_signal_features__LinearRegression,finished,9,2023-01-23T12:51:39.000Z,mimic,Regression,whole_signal_features,,,,,0.56824517250061,0.037057399749756,0.018132886488329,6134,16.4171180725098,15.7146692276001
mimic__agg_beat_waveforms__MLPRegressor,finished,186,2023-01-23T17:39:10.000Z,mimic,MLP,agg_beat_waveforms,,,,,175.181561231613,0.112452906966209,0.063439375564714,854407,17.0987491607666,16.7472915649414
